STATN	STNCODE	MONTH	DEPH	TEMP:mean	TEMP:std	TEMP:number_of_values	SALT:mean	SALT:std	SALT:number_of_values	DOXY:mean	DOXY:std	DOXY:number_of_values	O2SAT:mean	O2SAT:std	O2SAT:number_of_values	H2S:mean	H2S:std	H2S:number_of_values	PHOS:mean	PHOS:std	PHOS:number_of_values	DIN:mean	DIN:std	DIN:number_of_values	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:number_of_values	NTRI:mean	NTRI:std	NTRI:number_of_values	NTRA:mean	NTRA:std	NTRA:number_of_values	NTRZ:mean	NTRZ:std	NTRZ:number_of_values	AMON:mean	AMON:std	AMON:number_of_values	PTOT:mean	PTOT:std	PTOT:number_of_values	NTOT:mean	NTOT:std	NTOT:number_of_values	CPHL:mean	CPHL:std	CPHL:number_of_values	SECCHI:mean	SECCHI:std	SECCHI:number_of_values	ALKY:mean	ALKY:std	ALKY:number_of_values	PH:mean	PH:std	PH:number_of_values	HUMUS:mean	HUMUS:std	HUMUS:number_of_values
Å17	SKEX18	12	20.0	8.777	1.143	22	33.646	0.657	22	6.4	0.239	22	97.619	2.202	22	nan	nan	0	0.434	0.089	22	4.036	0.879	22	3.541	1.405	22	0.326	0.456	22	3.493	0.772	21	3.873	0.643	21	0.306	0.412	20	0.62	0.147	19	11.82	2.218	20	0.459	0.161	22	nan	nan	1	2.299	0.024	15	8.139	0.029	15	nan	nan	1
Å17	SKEX18	12	30.0	8.974	1.156	22	33.994	0.546	22	6.329	0.244	22	97.131	2.473	22	nan	nan	0	0.445	0.094	22	4.198	0.995	22	3.455	1.331	22	0.36	0.477	22	3.451	0.935	21	3.94	0.782	21	0.409	0.506	21	0.599	0.139	20	11.505	1.714	20	0.356	0.134	18	nan	nan	1	2.305	0.02	14	8.135	0.028	15	nan	nan	1
Å17	SKEX18	12	40.0	9.186	1.186	22	34.269	0.557	22	6.313	0.268	20	97.474	2.517	20	nan	nan	0	0.445	0.077	21	4.331	1.049	21	3.314	1.26	21	0.355	0.497	21	3.422	1.083	18	4.086	0.972	20	0.4	0.485	20	0.604	0.129	20	11.345	1.599	20	0.294	0.166	17	nan	nan	1	2.305	0.019	12	8.131	0.031	14	nan	nan	1
Å17	SKEX18	12	50.0	9.328	1.056	22	34.505	0.528	22	6.214	0.252	21	96.469	2.353	21	nan	nan	0	0.464	0.061	22	4.756	1.16	22	3.2	1.001	22	0.408	0.579	21	3.788	1.465	18	4.563	1.257	21	0.29	0.271	21	0.653	0.109	18	11.43	1.471	20	0.294	0.139	18	nan	nan	1	2.309	0.02	14	8.124	0.033	15	nan	nan	1
Å17	SKEX18	12	75.0	9.406	0.679	22	34.824	0.241	22	6.055	0.309	22	94.517	4.872	22	nan	nan	0	0.497	0.091	22	5.613	1.841	22	3.105	0.926	22	0.255	0.508	22	4.886	2.127	19	5.455	1.924	21	0.224	0.152	21	0.642	0.119	17	11.4	1.308	20	nan	nan	0	nan	nan	1	2.314	0.01	13	8.117	0.035	15	nan	nan	1
Å17	SKEX18	12	100.0	9.132	0.704	22	34.968	0.22	22	5.909	0.394	22	91.708	6.441	22	nan	nan	0	0.57	0.121	22	6.931	2.306	22	3.491	1.008	22	0.229	0.551	22	5.723	2.566	16	6.841	2.413	21	0.206	0.137	21	0.72	0.12	17	12.975	1.912	20	nan	nan	0	nan	nan	1	2.314	0.013	15	8.105	0.035	15	nan	nan	1
Å17	SKEX18	12	125.0	8.821	0.564	22	35.056	0.168	22	5.783	0.395	22	89.238	6.374	22	nan	nan	0	0.644	0.136	22	8.289	2.29	22	3.827	0.879	22	0.088	0.174	22	6.483	1.552	12	8.283	2.317	21	0.154	0.072	21	0.774	0.138	18	14.35	2.732	20	nan	nan	0	nan	nan	1	2.316	0.013	14	8.091	0.03	15	nan	nan	1
Å17	SKEX18	12	150.0	8.554	0.657	22	35.122	0.135	22	5.687	0.398	21	87.221	6.684	21	nan	nan	0	0.735	0.151	22	9.875	2.444	22	4.414	1.014	22	0.047	0.077	22	9.033	2.582	12	9.653	2.381	21	0.177	0.11	21	0.854	0.143	17	14.915	2.704	20	nan	nan	0	nan	nan	1	2.318	0.009	15	8.077	0.026	15	nan	nan	1
Å17	SKEX18	12	200.0	8.153	0.632	22	35.17	0.103	22	5.592	0.371	22	85.017	6.009	22	nan	nan	0	0.815	0.128	21	11.009	2.18	21	4.976	0.92	21	0.042	0.055	21	10.4	2.421	12	10.943	2.15	21	0.16	0.075	20	0.945	0.129	18	16.145	2.624	20	nan	nan	0	nan	nan	1	2.323	0.012	14	8.067	0.035	15	nan	nan	1
Å17	SKEX18	12	300.0	7.356	0.558	22	35.196	0.067	22	5.621	0.193	21	83.987	2.538	21	nan	nan	0	0.907	0.06	21	11.836	0.954	21	6.267	0.931	21	0.061	0.035	21	11.631	0.95	19	11.762	0.931	21	0.163	0.062	19	1.018	0.127	17	17.284	2.152	19	nan	nan	0	nan	nan	1	2.322	0.008	13	8.058	0.029	15	nan	nan	1
