STATN	STNCODE	MONTH	DEPH	TEMP:mean	TEMP:std	TEMP:number_of_values	SALT:mean	SALT:std	SALT:number_of_values	DOXY:mean	DOXY:std	DOXY:number_of_values	O2SAT:mean	O2SAT:std	O2SAT:number_of_values	H2S:mean	H2S:std	H2S:number_of_values	PHOS:mean	PHOS:std	PHOS:number_of_values	DIN:mean	DIN:std	DIN:number_of_values	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:number_of_values	NTRI:mean	NTRI:std	NTRI:number_of_values	NTRA:mean	NTRA:std	NTRA:number_of_values	NTRZ:mean	NTRZ:std	NTRZ:number_of_values	AMON:mean	AMON:std	AMON:number_of_values	PTOT:mean	PTOT:std	PTOT:number_of_values	NTOT:mean	NTOT:std	NTOT:number_of_values	CPHL:mean	CPHL:std	CPHL:number_of_values	SECCHI:mean	SECCHI:std	SECCHI:number_of_values	ALKY:mean	ALKY:std	ALKY:number_of_values	PH:mean	PH:std	PH:number_of_values	HUMUS:mean	HUMUS:std	HUMUS:number_of_values
BY31 LANDSORTSDJ	BPNX37	1	0.0	3.272	1.215	30	6.796	0.273	32	8.651	0.375	26	96.925	1.731	26	nan	nan	0	0.64	0.145	30	4.03	0.82	30	13.82	2.819	30	0.104	0.055	28	3.789	0.811	28	3.621	0.561	24	0.197	0.21	29	0.879	0.204	30	20.912	2.135	29	0.427	0.285	27	10.592	2.399	13	1.588	0.052	12	8.064	0.067	14	7.0	2.51	14
BY31 LANDSORTSDJ	BPNX37	1	5.0	3.29	1.206	30	6.793	0.276	30	8.573	0.343	23	96.283	1.237	22	nan	nan	0	0.641	0.144	31	4.046	0.848	31	13.942	2.787	31	0.106	0.072	29	3.837	0.867	29	3.648	0.63	24	0.169	0.105	30	0.854	0.196	31	20.625	1.434	31	0.423	0.243	27	10.592	2.399	13	1.59	0.054	12	8.057	0.065	14	7.0	2.512	14
BY31 LANDSORTSDJ	BPNX37	1	10.0	3.306	1.202	30	6.806	0.271	32	8.577	0.357	22	96.326	1.43	21	nan	nan	0	0.641	0.147	31	4.064	0.855	31	13.807	2.787	30	0.098	0.051	29	3.849	0.9	29	3.651	0.635	24	0.176	0.124	30	0.85	0.204	31	20.7	1.685	31	0.399	0.206	27	10.592	2.399	13	1.582	0.055	11	8.056	0.06	14	7.014	2.515	14
BY31 LANDSORTSDJ	BPNX37	1	15.0	3.343	1.197	30	6.828	0.263	31	8.538	0.342	23	96.135	1.687	22	nan	nan	0	0.641	0.142	31	4.045	0.911	31	13.816	2.775	31	0.103	0.058	29	3.823	0.915	29	3.612	0.644	24	0.184	0.157	30	0.849	0.199	31	20.567	1.507	31	0.364	0.201	27	10.592	2.399	13	1.592	0.045	12	8.054	0.061	14	7.014	2.509	14
BY31 LANDSORTSDJ	BPNX37	1	20.0	3.432	1.14	30	6.85	0.244	32	8.583	0.318	30	96.509	1.328	28	nan	nan	0	0.639	0.151	31	3.997	0.896	30	13.706	2.806	31	0.106	0.055	29	3.761	0.905	28	3.592	0.633	24	0.183	0.137	30	0.848	0.202	31	20.406	1.532	31	0.361	0.212	27	10.592	2.399	13	1.602	0.051	11	8.055	0.057	14	7.007	2.504	14
BY31 LANDSORTSDJ	BPNX37	1	30.0	3.647	0.914	30	6.906	0.232	32	8.411	0.372	23	95.332	3.394	22	nan	nan	0	0.644	0.163	31	3.968	0.927	31	13.597	3.029	31	0.106	0.049	29	3.738	0.977	29	3.51	0.608	24	0.183	0.111	27	0.856	0.211	30	20.605	2.068	31	0.377	0.186	19	10.592	2.399	13	1.609	0.041	12	8.055	0.057	14	6.986	2.487	14
BY31 LANDSORTSDJ	BPNX37	1	40.0	3.789	0.858	30	6.944	0.194	32	8.344	0.385	30	94.645	3.428	28	nan	nan	0	0.645	0.17	31	3.924	0.98	31	13.593	3.182	30	0.108	0.053	29	3.691	1.021	29	3.441	0.613	24	0.183	0.125	30	0.844	0.22	31	20.369	1.558	30	0.329	0.156	17	10.592	2.399	13	1.612	0.039	12	8.046	0.059	14	6.921	2.468	14
BY31 LANDSORTSDJ	BPNX37	1	50.0	4.069	0.666	30	7.098	0.219	32	7.708	0.849	23	88.414	9.662	22	nan	nan	0	0.745	0.263	31	4.131	0.941	31	14.655	4.011	31	0.096	0.048	29	3.928	0.991	29	3.723	0.679	24	0.179	0.122	30	0.948	0.289	31	20.543	1.39	31	0.294	0.147	17	10.592	2.399	13	1.624	0.035	12	7.994	0.11	14	6.886	2.447	14
BY31 LANDSORTSDJ	BPNX37	1	60.0	4.449	0.689	31	7.584	0.551	32	6.11	1.932	30	69.894	21.781	29	nan	nan	0	1.21	0.581	31	4.799	1.133	31	20.832	8.325	31	0.071	0.043	29	4.501	1.156	26	4.443	1.057	24	0.207	0.189	29	1.427	0.591	31	21.2	1.782	31	0.443	0.127	6	10.592	2.399	13	1.667	0.048	12	7.708	0.263	15	7.007	2.53	14
BY31 LANDSORTSDJ	BPNX37	1	70.0	4.599	0.575	31	8.253	0.795	31	3.876	2.407	23	45.22	27.527	23	nan	nan	0	1.766	0.763	31	5.575	1.7	31	28.432	11.007	31	0.056	0.033	29	5.02	2.003	28	4.885	2.027	24	0.417	0.562	30	1.999	0.796	30	21.49	2.166	30	nan	nan	0	10.592	2.399	13	1.697	0.059	12	7.489	0.272	15	7.321	2.641	14
BY31 LANDSORTSDJ	BPNX37	1	80.0	4.773	0.558	31	8.794	0.777	32	2.719	2.029	30	31.724	23.791	29	nan	nan	1	2.304	0.722	31	6.132	2.221	31	35.839	10.088	31	0.051	0.028	29	5.051	2.924	28	4.744	3.046	24	0.827	1.162	30	2.562	0.73	31	21.777	2.628	31	0.423	0.134	4	10.592	2.399	13	1.713	0.063	12	7.355	0.24	15	7.457	2.714	14
BY31 LANDSORTSDJ	BPNX37	1	90.0	4.998	0.471	24	9.4	0.709	24	1.376	1.835	22	17.006	21.09	21	3.8	1.6	5	2.792	0.66	23	5.152	2.33	23	43.017	9.168	23	0.063	0.037	22	3.852	3.358	20	3.074	3.035	21	1.677	1.602	22	3.15	0.696	23	21.335	2.519	23	nan	nan	0	9.583	1.88	6	1.733	0.066	12	7.321	0.256	15	7.543	2.771	14
BY31 LANDSORTSDJ	BPNX37	1	100.0	4.955	0.501	31	9.416	0.814	32	1.42	1.661	28	17.669	19.509	26	4.2	3.429	5	2.824	0.71	30	6.086	3.218	30	42.367	9.147	30	0.044	0.03	28	4.989	3.937	22	3.648	4.142	23	1.451	1.749	29	3.084	0.762	30	21.543	2.952	29	nan	nan	0	10.592	2.399	13	1.736	0.066	11	7.281	0.199	14	7.55	2.755	14
BY31 LANDSORTSDJ	BPNX37	1	125.0	5.216	0.448	24	10.061	0.553	24	0.223	0.781	23	5.44	7.64	20	7.375	7.705	16	3.327	0.392	23	5.357	2.89	23	49.296	4.558	23	0.03	0.037	21	3.767	4.156	11	2.067	3.695	21	2.762	2.219	23	3.614	0.411	22	21.282	3.586	22	nan	nan	0	9.583	1.88	6	1.753	0.055	12	7.235	0.06	15	7.686	2.804	14
BY31 LANDSORTSDJ	BPNX37	1	150.0	5.142	0.524	31	10.081	0.657	31	0.199	0.923	28	6.481	7.66	25	13.133	6.927	15	3.333	0.455	30	6.784	2.927	30	49.307	4.861	30	0.018	0.032	27	6.057	4.566	14	2.846	4.433	24	2.654	2.586	30	3.6	0.46	30	22.102	3.19	30	nan	nan	0	10.592	2.399	13	1.766	0.057	12	7.224	0.05	15	7.671	2.794	14
BY31 LANDSORTSDJ	BPNX37	1	175.0	5.36	0.499	24	10.368	0.598	24	-0.265	0.773	22	3.164	5.3	19	15.375	7.705	16	3.48	0.425	23	6.026	2.575	23	51.409	4.507	23	0.016	0.026	22	5.172	4.565	11	1.85	3.697	21	3.563	2.586	23	3.756	0.399	23	21.322	3.185	23	nan	nan	0	9.583	1.88	6	1.771	0.056	12	7.221	0.053	15	7.657	2.778	14
BY31 LANDSORTSDJ	BPNX37	1	200.0	5.217	0.562	32	10.264	0.68	32	-0.018	0.896	30	5.577	6.259	25	17.25	7.353	16	3.386	0.451	31	7.058	2.684	30	50.148	5.048	31	0.012	0.014	28	6.193	4.477	15	2.688	4.263	24	3.002	2.866	30	3.634	0.471	31	22.212	2.846	31	nan	nan	0	10.592	2.399	13	1.771	0.055	12	7.218	0.047	15	7.679	2.796	14
BY31 LANDSORTSDJ	BPNX37	1	250.0	5.246	0.573	32	10.324	0.681	32	-0.076	0.833	30	4.961	5.736	25	16.588	6.651	17	3.435	0.431	31	7.189	2.633	31	50.658	5.001	31	0.012	0.015	28	6.925	4.373	15	2.684	4.333	24	2.98	2.852	31	3.661	0.444	31	22.296	2.909	31	nan	nan	0	10.592	2.399	13	1.782	0.061	12	7.225	0.044	14	7.686	2.789	14
BY31 LANDSORTSDJ	BPNX37	1	300.0	5.259	0.579	32	10.355	0.682	32	-0.124	0.856	30	4.772	5.599	25	18.118	6.773	17	3.484	0.439	30	7.22	2.613	31	50.829	4.899	31	0.017	0.032	28	6.839	4.385	15	2.598	4.266	24	3.084	2.936	31	3.699	0.447	31	22.325	2.746	31	nan	nan	0	10.592	2.399	13	1.778	0.055	12	7.211	0.038	14	7.721	2.814	14
BY31 LANDSORTSDJ	BPNX37	1	400.0	5.274	0.591	32	10.396	0.673	32	-0.205	0.821	30	4.05	4.608	25	19.294	7.698	17	3.482	0.451	31	7.477	2.698	31	51.271	5.054	31	0.013	0.017	28	7.693	4.202	15	2.75	4.468	23	3.268	3.09	31	3.732	0.43	31	22.476	2.949	31	nan	nan	0	10.592	2.399	13	1.779	0.055	12	7.211	0.042	14	7.793	2.824	14
BY31 LANDSORTSDJ	BPNX37	1	440.0	5.174	0.532	27	10.338	0.582	27	-0.169	0.805	25	3.64	4.289	23	19.462	8.308	13	3.536	0.46	26	7.691	2.975	26	51.092	5.28	26	0.031	0.046	23	8.824	3.418	12	3.305	4.802	19	3.034	3.189	26	3.769	0.486	26	22.847	3.503	26	nan	nan	0	10.592	2.399	13	1.759	0.049	9	7.216	0.04	11	7.99	2.275	10
BY31 LANDSORTSDJ	BPNX37	2	0.0	1.91	1.016	31	6.691	0.248	31	9.076	0.307	27	97.737	1.493	27	nan	nan	0	0.642	0.138	29	4.453	0.748	29	14.441	2.706	29	0.088	0.037	27	4.29	0.757	27	4.101	0.515	22	0.144	0.067	28	0.873	0.164	29	21.583	1.896	29	0.519	0.223	25	10.5	1.547	14	1.577	0.051	14	8.094	0.04	17	8.775	0.987	8
BY31 LANDSORTSDJ	BPNX37	2	5.0	1.936	0.962	29	6.714	0.247	26	9.041	0.294	22	97.678	0.943	20	nan	nan	0	0.65	0.137	28	4.413	0.731	28	14.696	2.598	28	0.092	0.037	26	4.267	0.767	26	4.098	0.54	22	0.138	0.069	25	0.866	0.15	28	21.265	1.816	28	0.502	0.213	25	10.5	1.547	14	1.583	0.053	14	8.079	0.04	16	9.013	0.898	8
BY31 LANDSORTSDJ	BPNX37	2	10.0	1.948	1.014	31	6.699	0.246	30	8.998	0.262	22	97.281	1.028	22	nan	nan	0	0.64	0.137	29	4.452	0.77	29	14.434	2.66	29	0.087	0.035	27	4.292	0.786	27	4.104	0.57	22	0.144	0.063	28	0.864	0.156	29	21.301	1.818	28	0.493	0.199	25	10.5	1.547	14	1.582	0.053	15	8.088	0.043	17	8.888	0.914	8
BY31 LANDSORTSDJ	BPNX37	2	15.0	2.083	0.936	30	6.732	0.245	29	8.966	0.267	20	97.285	0.966	20	nan	nan	0	0.653	0.133	28	4.401	0.779	28	14.529	2.566	28	0.091	0.038	26	4.2	0.801	25	4.069	0.555	22	0.146	0.073	27	0.885	0.163	27	21.31	1.784	27	0.434	0.218	25	10.5	1.547	14	1.583	0.057	14	8.079	0.04	16	8.938	0.939	8
BY31 LANDSORTSDJ	BPNX37	2	20.0	2.124	0.938	31	6.772	0.223	31	8.908	0.253	28	96.944	1.626	28	nan	nan	0	0.65	0.131	29	4.432	0.782	29	14.259	2.6	29	0.088	0.034	27	4.258	0.809	27	4.081	0.595	22	0.149	0.076	28	0.861	0.162	29	21.678	2.067	29	0.356	0.245	25	10.5	1.547	14	1.583	0.044	13	8.079	0.044	17	8.9	0.875	8
BY31 LANDSORTSDJ	BPNX37	2	30.0	2.37	0.804	30	6.859	0.18	30	8.783	0.21	21	96.109	1.462	21	nan	nan	0	0.66	0.135	29	4.346	0.797	29	13.976	2.677	29	0.09	0.058	27	4.153	0.879	27	3.971	0.644	22	0.165	0.094	26	0.867	0.148	29	21.241	1.816	29	0.288	0.178	19	10.5	1.547	14	1.605	0.032	14	8.07	0.045	17	8.688	0.621	8
BY31 LANDSORTSDJ	BPNX37	2	40.0	2.574	0.72	31	6.947	0.139	31	8.723	0.247	29	95.986	1.937	29	nan	nan	0	0.671	0.139	29	4.336	0.796	29	13.786	2.958	29	0.087	0.054	27	4.153	0.876	26	3.933	0.631	22	0.174	0.12	27	0.889	0.15	29	21.451	2.184	29	0.247	0.172	17	10.5	1.547	14	1.611	0.042	15	8.058	0.045	17	8.638	0.616	8
BY31 LANDSORTSDJ	BPNX37	2	50.0	2.936	0.728	31	7.056	0.153	31	8.37	0.509	22	92.983	4.838	22	nan	nan	0	0.714	0.165	28	4.401	0.825	29	14.228	3.415	29	0.08	0.066	27	4.184	0.894	25	4.011	0.699	22	0.17	0.109	27	0.936	0.179	29	21.177	1.719	29	0.241	0.175	17	10.5	1.547	14	1.624	0.032	14	7.959	0.16	17	8.5	0.545	8
BY31 LANDSORTSDJ	BPNX37	2	60.0	3.61	0.685	31	7.413	0.466	31	7.197	1.514	29	81.35	16.456	29	nan	nan	0	1.033	0.396	28	4.969	1.118	28	18.379	6.335	28	0.059	0.039	26	4.573	1.023	22	4.51	1.079	21	0.192	0.178	27	1.223	0.397	29	21.67	1.849	29	0.406	0.188	5	10.5	1.547	14	1.642	0.051	14	7.811	0.232	16	8.513	0.584	8
BY31 LANDSORTSDJ	BPNX37	2	70.0	4.371	0.587	30	8.13	0.722	30	4.716	2.215	21	54.41	24.766	21	nan	nan	0	1.647	0.669	27	5.734	1.648	27	27.13	9.622	27	0.044	0.032	26	4.982	1.592	19	5.098	1.759	21	0.326	0.593	24	1.864	0.661	27	22.073	2.238	27	nan	nan	0	10.5	1.547	14	1.678	0.051	14	7.542	0.19	16	8.575	0.599	8
BY31 LANDSORTSDJ	BPNX37	2	80.0	4.776	0.466	31	8.865	0.663	31	2.581	1.605	27	29.259	18.917	28	nan	nan	1	2.398	0.603	28	6.361	2.213	27	37.689	7.493	28	0.04	0.025	27	5.374	2.667	21	5.083	2.63	21	0.605	0.957	25	2.621	0.621	28	22.403	2.839	28	0.402	0.196	5	10.5	1.547	14	1.7	0.058	14	7.321	0.08	17	8.925	0.61	8
BY31 LANDSORTSDJ	BPNX37	2	90.0	5.027	0.422	22	9.474	0.651	22	1.193	1.358	21	14.792	15.762	20	1.667	2.357	3	2.983	0.583	21	5.266	2.594	21	45.081	7.023	21	0.047	0.024	20	2.724	2.332	17	3.733	3.365	20	1.565	1.521	21	3.247	0.559	20	21.325	2.969	20	nan	nan	0	10.5	1.871	8	1.733	0.051	14	7.24	0.067	16	9.025	0.64	8
BY31 LANDSORTSDJ	BPNX37	2	100.0	4.947	0.432	31	9.442	0.705	31	1.096	1.251	27	13.939	13.822	26	4.556	5.058	9	2.985	0.603	28	6.39	2.956	27	45.611	6.164	28	0.035	0.026	25	4.749	4.146	20	3.219	4.087	21	2.13	2.012	25	3.232	0.603	28	22.641	3.628	28	nan	nan	0	10.5	1.547	14	1.736	0.058	15	7.275	0.183	17	9.275	0.497	8
BY31 LANDSORTSDJ	BPNX37	2	125.0	5.198	0.414	24	9.907	0.695	24	0.164	0.904	22	6.111	8.894	18	9.143	5.705	14	3.38	0.544	22	6.043	2.681	22	49.982	4.65	22	0.014	0.018	19	4.177	4.603	7	2.26	4.038	20	3.201	2.321	22	3.615	0.493	22	22.268	3.598	22	nan	nan	0	10.5	1.871	8	1.75	0.06	15	7.23	0.055	17	9.125	0.587	8
BY31 LANDSORTSDJ	BPNX37	2	150.0	5.127	0.468	31	9.918	0.728	31	0.238	0.997	28	7.24	8.765	25	12.933	5.756	15	3.32	0.581	28	6.966	2.607	25	49.861	4.959	28	0.012	0.014	25	6.722	4.297	12	2.501	4.268	21	3.351	2.842	25	3.551	0.529	28	22.996	3.46	28	nan	nan	0	10.5	1.547	14	1.753	0.057	15	7.221	0.048	17	9.2	0.61	8
BY31 LANDSORTSDJ	BPNX37	2	175.0	5.314	0.429	24	10.178	0.687	24	-0.231	0.838	22	3.842	6.426	19	16.533	5.5	15	3.553	0.53	22	6.775	2.343	22	52.164	4.545	22	0.012	0.016	20	4.669	4.124	8	2.084	3.95	20	4.049	2.891	22	3.762	0.446	22	22.377	3.321	22	nan	nan	0	10.5	1.871	8	1.768	0.055	13	7.218	0.044	17	9.075	0.597	8
BY31 LANDSORTSDJ	BPNX37	2	200.0	5.179	0.489	31	10.086	0.721	31	-0.015	0.988	27	6.0	6.982	24	19.929	5.244	14	3.421	0.584	27	7.508	2.246	24	51.219	5.26	27	0.017	0.022	24	6.779	4.224	14	2.446	4.161	20	3.863	3.237	24	3.619	0.547	27	23.039	3.111	27	nan	nan	0	10.5	1.547	14	1.762	0.058	15	7.214	0.047	17	9.138	0.716	8
BY31 LANDSORTSDJ	BPNX37	2	250.0	5.203	0.5	31	10.154	0.725	31	-0.138	0.989	26	5.391	6.599	23	20.733	6.496	15	3.478	0.583	26	7.669	2.184	23	51.773	5.429	26	0.014	0.02	23	6.655	4.398	11	2.286	4.127	20	4.384	3.354	23	3.736	0.545	25	23.701	2.836	25	nan	nan	0	10.5	1.547	14	1.775	0.051	14	7.216	0.041	16	9.075	0.624	8
BY31 LANDSORTSDJ	BPNX37	2	300.0	5.218	0.512	31	10.197	0.717	31	-0.161	0.989	27	5.208	6.048	24	22.133	6.672	15	3.483	0.56	27	7.857	2.155	24	52.193	5.409	27	0.014	0.018	25	7.126	4.248	13	2.25	4.082	20	4.338	3.494	24	3.718	0.52	26	23.638	2.949	27	nan	nan	0	10.5	1.547	14	1.766	0.059	15	7.206	0.034	17	9.213	0.766	8
BY31 LANDSORTSDJ	BPNX37	2	400.0	5.244	0.527	30	10.242	0.728	30	-0.241	0.981	27	4.348	5.783	23	23.6	6.611	15	3.52	0.557	26	8.098	2.223	24	52.641	5.571	27	0.015	0.021	25	6.922	4.419	12	2.27	4.149	20	4.528	3.673	24	3.735	0.519	26	23.769	2.611	27	nan	nan	0	10.5	1.547	14	1.784	0.05	13	7.206	0.037	17	9.225	0.681	8
BY31 LANDSORTSDJ	BPNX37	2	440.0	5.264	0.543	26	10.279	0.703	27	-0.203	0.993	25	4.333	5.907	21	24.385	6.134	13	3.534	0.59	25	8.459	2.274	22	52.364	5.434	25	0.021	0.024	23	8.098	4.051	13	2.526	4.379	18	4.529	3.872	22	3.754	0.542	24	23.808	3.064	25	nan	nan	0	10.5	1.547	14	1.768	0.059	13	7.21	0.047	15	9.2	0.695	6
BY31 LANDSORTSDJ	BPNX37	3	0.0	1.836	1.071	74	6.622	0.29	75	9.5	0.446	61	102.232	3.711	57	nan	nan	0	0.553	0.132	75	3.615	1.365	76	14.843	2.747	70	0.115	0.028	24	4.301	0.722	24	3.324	1.323	65	0.09	0.059	70	0.855	0.155	75	21.329	1.806	75	1.832	1.684	75	9.933	3.008	63	1.583	0.061	14	8.111	0.039	9	8.66	0.981	5
BY31 LANDSORTSDJ	BPNX37	3	5.0	1.819	1.064	74	6.646	0.281	72	9.496	0.424	22	101.402	3.785	22	nan	nan	0	0.559	0.132	75	3.556	1.383	74	14.842	2.767	69	0.119	0.044	23	4.241	0.732	22	3.308	1.344	65	0.088	0.057	69	0.861	0.145	74	21.451	1.665	73	2.016	2.123	73	9.933	3.008	63	1.581	0.062	14	8.107	0.033	9	8.5	0.874	5
BY31 LANDSORTSDJ	BPNX37	3	10.0	1.831	1.055	74	6.679	0.264	75	9.361	0.441	24	100.573	3.037	24	nan	nan	0	0.569	0.129	76	3.655	1.291	75	14.755	2.72	70	0.115	0.03	24	4.269	0.734	23	3.399	1.244	65	0.084	0.045	71	0.846	0.132	75	21.091	1.341	76	1.708	1.771	74	9.933	3.008	63	1.583	0.064	13	8.109	0.032	9	8.56	0.894	5
BY31 LANDSORTSDJ	BPNX37	3	15.0	1.872	1.042	74	6.718	0.247	74	9.408	0.44	22	100.671	3.576	22	nan	nan	0	0.586	0.13	75	3.748	1.229	75	14.654	2.723	69	0.11	0.026	23	4.302	0.79	23	3.496	1.175	65	0.081	0.046	69	0.832	0.122	75	20.874	1.425	74	1.375	1.326	73	9.933	3.008	63	1.587	0.059	14	8.102	0.033	9	8.6	0.822	5
BY31 LANDSORTSDJ	BPNX37	3	20.0	1.913	1.027	74	6.779	0.215	74	9.324	0.424	60	100.292	3.17	57	nan	nan	0	0.605	0.124	75	3.904	1.073	75	14.549	2.77	69	0.115	0.033	24	4.321	0.8	24	3.637	0.995	64	0.097	0.051	70	0.828	0.129	76	20.78	1.301	76	1.088	1.113	74	9.933	3.008	63	1.597	0.057	14	8.112	0.033	9	8.52	0.97	5
BY31 LANDSORTSDJ	BPNX37	3	30.0	2.031	1.019	74	6.865	0.189	75	9.182	0.45	25	99.404	3.466	25	nan	nan	0	0.632	0.12	75	4.155	0.739	75	14.57	2.759	69	0.114	0.029	23	4.457	0.764	23	3.912	0.598	64	0.103	0.054	71	0.839	0.121	74	20.816	1.278	73	0.632	0.547	67	9.933	3.008	63	1.613	0.049	14	8.101	0.025	9	8.48	0.895	5
BY31 LANDSORTSDJ	BPNX37	3	40.0	2.236	0.971	74	6.953	0.183	75	9.07	0.402	60	98.701	2.99	57	nan	nan	0	0.657	0.117	72	4.218	0.641	73	14.599	2.713	67	0.112	0.032	21	4.427	0.808	20	4.016	0.511	64	0.095	0.052	69	0.848	0.131	74	20.807	1.224	74	0.428	0.237	59	9.933	3.008	63	1.625	0.055	14	8.098	0.028	9	8.2	0.782	5
BY31 LANDSORTSDJ	BPNX37	3	50.0	2.599	0.865	74	7.079	0.218	75	8.73	0.569	23	95.846	5.637	22	nan	nan	0	0.725	0.168	72	4.369	0.665	72	15.277	3.303	67	0.101	0.046	20	4.586	0.805	20	4.182	0.552	64	0.093	0.061	69	0.914	0.168	74	20.769	1.108	74	0.368	0.155	57	9.933	3.008	63	1.637	0.049	14	8.047	0.096	9	8.28	0.866	5
BY31 LANDSORTSDJ	BPNX37	3	60.0	3.3	0.953	74	7.473	0.541	76	7.266	1.898	59	80.787	20.468	57	nan	nan	0	1.061	0.5	73	4.818	0.787	74	19.524	7.438	68	0.06	0.032	22	5.041	0.766	20	4.644	0.775	64	0.117	0.141	70	1.242	0.491	74	21.11	1.227	73	0.33	0.143	60	9.933	3.008	63	1.663	0.059	14	7.868	0.242	9	8.18	0.847	5
BY31 LANDSORTSDJ	BPNX37	3	70.0	4.282	0.761	73	8.296	0.732	75	4.602	2.454	37	51.784	27.157	36	nan	nan	1	1.807	0.713	72	5.55	1.278	71	29.749	10.582	68	0.042	0.022	21	6.032	1.29	19	5.123	1.441	64	0.322	0.811	70	1.993	0.702	74	21.339	1.693	73	nan	nan	0	9.933	3.008	63	1.702	0.068	13	7.628	0.25	8	8.48	1.091	5
BY31 LANDSORTSDJ	BPNX37	3	80.0	4.766	0.654	74	9.124	0.738	75	2.536	2.245	59	31.006	25.387	56	0.98	0.64	5	2.589	0.743	73	5.838	1.946	71	40.313	10.875	69	0.045	0.041	22	6.753	2.582	20	4.27	2.766	63	1.023	1.496	71	2.81	0.763	75	21.449	2.422	75	0.308	0.153	61	9.933	3.008	63	1.737	0.072	13	7.399	0.217	9	8.66	0.845	5
BY31 LANDSORTSDJ	BPNX37	3	90.0	5.127	0.46	59	9.666	0.585	60	1.016	1.49	45	15.05	17.569	37	3.125	2.853	16	3.066	0.546	57	5.017	1.849	54	47.481	7.643	54	0.081	0.13	12	5.949	3.814	10	2.876	2.823	54	2.069	2.026	56	3.354	0.553	58	20.78	2.377	57	nan	nan	0	10.02	3.102	49	1.749	0.07	14	7.282	0.097	9	8.82	0.889	5
BY31 LANDSORTSDJ	BPNX37	3	100.0	5.066	0.487	74	9.696	0.612	76	0.911	1.335	64	14.304	14.586	50	5.767	6.117	24	3.103	0.556	73	5.969	2.813	71	47.3	7.355	69	0.031	0.019	22	8.122	2.976	18	3.195	3.792	57	2.241	2.27	71	3.379	0.571	74	21.495	2.913	74	nan	nan	0	9.933	3.008	63	1.759	0.07	14	7.251	0.046	9	8.92	0.937	5
BY31 LANDSORTSDJ	BPNX37	3	125.0	5.354	0.407	59	10.154	0.457	60	-0.058	0.708	51	4.442	6.754	33	8.623	7.468	40	3.459	0.389	58	5.289	2.392	56	52.117	4.481	55	0.025	0.02	13	8.349	3.417	7	1.387	3.228	52	3.89	2.271	56	3.76	0.363	58	20.949	2.645	58	nan	nan	0	10.02	3.102	49	1.77	0.068	14	7.246	0.046	9	8.84	0.781	5
BY31 LANDSORTSDJ	BPNX37	3	150.0	5.272	0.507	73	10.165	0.548	76	0.022	0.846	66	5.518	7.047	46	11.784	7.596	43	3.435	0.463	73	6.449	2.669	70	51.479	5.299	69	0.018	0.016	22	9.864	1.036	15	2.165	3.948	59	3.513	2.737	70	3.705	0.487	73	21.788	2.66	72	nan	nan	0	9.933	3.008	63	1.775	0.067	14	7.227	0.028	9	8.8	0.74	5
BY31 LANDSORTSDJ	BPNX37	3	175.0	5.491	0.426	59	10.426	0.454	60	-0.408	0.677	50	2.608	5.375	33	14.698	7.375	42	3.594	0.392	58	5.919	2.166	56	53.634	4.476	55	0.015	0.015	13	9.283	1.5	6	1.205	3.121	50	4.699	2.371	56	3.89	0.396	58	21.445	2.51	57	nan	nan	0	10.02	3.102	49	1.793	0.061	13	7.228	0.035	9	8.82	0.821	5
BY31 LANDSORTSDJ	BPNX37	3	200.0	5.346	0.528	73	10.321	0.559	77	-0.182	0.899	66	4.963	6.503	46	17.421	7.405	43	3.499	0.462	74	6.83	2.488	71	52.282	5.359	70	0.018	0.019	23	9.759	1.363	16	1.983	3.793	59	3.934	2.956	71	3.757	0.48	71	22.147	2.705	71	nan	nan	0	9.933	3.008	63	1.779	0.068	14	7.226	0.041	9	8.98	1.001	5
BY31 LANDSORTSDJ	BPNX37	3	250.0	5.366	0.534	72	10.383	0.562	75	-0.227	0.931	63	4.907	6.463	45	18.956	8.068	41	3.531	0.463	71	6.879	2.517	68	52.614	5.3	67	0.023	0.042	22	9.629	1.671	15	1.996	3.77	56	4.102	3.077	68	3.823	0.471	69	22.262	2.651	71	nan	nan	0	9.933	3.008	63	1.784	0.069	14	7.226	0.028	9	8.88	0.861	5
BY31 LANDSORTSDJ	BPNX37	3	300.0	5.383	0.537	72	10.424	0.56	75	-0.325	0.925	64	4.426	6.151	45	20.302	8.432	43	3.562	0.472	72	6.961	2.503	69	53.108	5.427	68	0.026	0.048	22	9.544	1.806	14	1.694	3.539	59	4.399	3.147	69	3.84	0.488	71	22.361	2.726	71	nan	nan	0	9.933	3.008	63	1.785	0.069	14	7.227	0.039	9	8.86	0.821	5
BY31 LANDSORTSDJ	BPNX37	3	400.0	5.407	0.543	72	10.465	0.561	76	-0.4	0.932	64	4.065	5.97	45	21.891	8.929	43	3.602	0.46	71	7.161	2.54	69	53.566	5.326	67	0.016	0.014	21	9.438	2.292	13	1.728	3.594	56	4.673	3.336	69	3.882	0.49	70	22.616	2.726	71	nan	nan	0	9.933	3.008	63	1.79	0.068	14	7.224	0.038	9	8.84	0.907	5
