depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p
70.00	9	Bothnian Bay	5.62	0.71	15	7.20	4.50			2.26	1.25	17	5.68	1.07			3.74	0.11	17	3.93	3.49					0							0							0					8.76	0.32	3	8.98	8.39			0.03	0.02	19	0.07	0.01	0.06	0.01	0.15	0.14	19	0.50	0.05	0.44	0.05	8.31	1.14	19	10.39	6.05	9.78	6.81			0					0.28	0.12	19	0.55	0.12	0.47	0.14	30.92	4.63	19	41.40	23.90	38.52	27.00			0							0							0							0							0				
70.00	10	Bothnian Bay	6.28	0.88	11	7.50	4.90			2.84	1.23	16	5.67	1.49	5.64	1.72	3.66	0.20	16	3.91	3.16	3.89	3.39			0							0					3.40	0.21	3	3.52	3.16			8.33		1	8.33	8.33			0.03	0.02	14	0.06	0.01			0.10	0.08	14	0.32	0.05			7.99	0.87	14	9.34	6.36					0					0.20	0.11	13	0.50	0.12			29.82	3.45	14	37.00	24.90					0							0							0							0							0				
70.00	11	Bothnian Bay	5.48	0.58	9	6.37	4.50			3.35	0.81	27	5.49	1.92			3.60	0.18	27	3.91	3.21					0					3.69	0.70	22	5.54	2.34			3.53	0.19	23	3.88	3.19			8.23	0.26	25	8.88	7.84			0.06	0.03	35	0.13	0.02			0.09	0.06	35	0.32	0.04			7.55	1.03	35	9.27	5.54			7.27	0.94	15	8.48	5.61			0.29	0.28	26	1.39	0.06			28.65	3.09	35	34.50	20.70					0					7.00	3.20	8	12.00	4.60					0					7.76	0.15	7	7.95	7.60			0.92	0.06	5	0.98	0.85		
70.00	12	Bothnian Bay	6.90	0.88	7	8.00	5.30			3.76	0.80	80	5.58	2.03			3.40	0.25	77	3.92	2.94			7.94	0.41	32	8.60	7.12			3.68	0.81	82	5.56	1.87			3.38	0.23	82	3.92	2.94			8.23	0.42	90	9.68	7.51			0.08	0.03	88	0.19	0.01			0.06	0.03	89	0.14	0.02			6.84	1.04	79	9.02	4.19			6.94	1.03	84	9.17	4.25			0.23	0.18	83	1.27	0.05			33.21	2.75	91	38.40	25.90					0					12.30	1.16	33	14.40	10.00					0					7.66	0.08	23	7.84	7.56			0.92	0.05	27	0.98	0.79		
80.00	1	Bothnian Bay	5.85	1.33	8	8.80	5.00			2.64	0.87	48	4.30	0.54			3.35	0.27	48	3.85	2.86			8.33	0.81	6	9.09	7.28			3.23	0.66	2	3.70	2.77			3.52	0.28	5	3.82	3.12			8.81	0.51	26	9.62	7.50			0.07	0.03	51	0.15	0.04			0.05	0.03	51	0.15	0.02			7.60	0.78	51	8.85	5.58					0					0.15	0.15	46	0.92	0.06			34.82	3.93	51	40.59	25.90					0					15.70	1.80	10	18.10	12.90					0					7.58	0.08	9	7.72	7.50			0.93	0.03	9	0.97	0.89		
80.00	2	Bothnian Bay	5.85	1.11	8	7.80	4.00			2.12	1.21	24	3.66	-0.16			3.37	0.26	24	3.91	2.95			8.13	0.64	4	8.96	7.58					0					3.07		1	3.07	3.07			8.96	0.67	12	9.83	7.61			0.09	0.03	25	0.18	0.04	0.13	0.05	0.04	0.02	25	0.13	0.02	0.05	0.02	7.68	0.77	25	8.96	5.98	8.81	6.67			0					0.14	0.08	25	0.36	0.06	0.34	0.06	36.42	4.06	25	43.08	26.40	41.62	29.70			0					16.38	1.77	9	19.80	13.60					0					7.63	0.06	8	7.70	7.52			0.92	0.04	7	0.97	0.85		
80.00	3	Bothnian Bay	5.92	2.55	4	9.00	3.50			1.93	1.12	26	3.53	0.00			3.42	0.24	26	3.87	2.92					0							0					3.77	0.17	2	3.90	3.65			8.58	0.67	12	9.42	7.64			0.08	0.02	26	0.12	0.06			0.05	0.01	27	0.07	0.02			8.23	0.59	27	9.50	7.10					0					0.20	0.12	27	0.63	0.06			36.73	4.47	27	44.50	25.30					0					16.32	1.42	10	19.40	14.40					0					7.69	0.08	4	7.76	7.59			0.88		1	0.88	0.88		
80.00	4	Bothnian Bay	6.73	1.78	20	10.00	3.50			1.35	0.91	38	3.29	0.12			3.46	0.26	38	3.94	2.95			8.46	0.81	4	9.26	7.56			0.21		1	0.21	0.21			3.42	0.65	2	3.88	2.96			9.20	0.61	12	9.91	8.02			0.07	0.02	7	0.11	0.04			0.06	0.03	7	0.12	0.05			7.85	0.60	7	9.14	7.28					0					0.15	0.07	7	0.27	0.07			28.02	5.30	7	33.60	18.80					0					18.20		1	18.20	18.20					0					7.68	0.07	12	7.77	7.57			0.94	0.03	9	0.97	0.89		
80.00	5	Bothnian Bay	6.76	1.60	38	10.40	3.00			1.25	0.83	67	3.02	-0.12			3.54	0.23	67	3.98	3.05			8.69	0.25	4	8.86	8.32			1.03	0.36	9	1.60	0.50			3.69	0.22	9	4.08	3.46			8.83	0.71	32	10.10	7.60			0.07	0.03	24	0.14	0.03			0.10	0.05	23	0.21	0.05			7.78	0.70	24	10.00	6.64					0					0.21	0.07	20	0.37	0.10			29.46	1.83	23	32.17	23.40					0					3.90	0.00	4	3.90	3.90					0					7.71	0.10	12	7.83	7.59			0.94	0.03	8	0.99	0.89		
80.00	6	Bothnian Bay	5.42	1.37	37	8.80	3.00			1.36	0.73	59	2.89	-0.06			3.56	0.25	57	4.06	3.11			8.50	0.46	7	8.94	7.60			0.50	0.32	5	0.96	0.14			3.60	0.18	5	3.78	3.39			8.65	0.56	30	9.83	7.66			0.07	0.04	19	0.16	0.01			0.11	0.09	19	0.30	0.04			7.79	0.94	19	8.92	5.44			8.42	0.48	5	8.72	7.56			0.23	0.11	19	0.57	0.09			29.80	3.18	19	33.70	20.60					0							0							0					7.76	0.09	16	7.91	7.60			0.91	0.07	13	0.98	0.79		
80.00	7	Bothnian Bay	4.60	0.66	21	6.10	3.50			1.56	0.64	40	2.95	0.37	2.56	0.59	3.53	0.21	38	3.92	3.12			8.33	0.36	7	8.85	7.80					0							0					8.46	0.51	16	9.42	7.72			0.03	0.01	9	0.04	0.01			0.19	0.12	9	0.34	0.05			7.57	0.99	9	9.12	5.82					0					0.26	0.14	9	0.46	0.06			28.84	1.70	7	32.50	27.60					0					16.15	1.06	2	16.90	15.40					0					7.67	0.08	14	7.78	7.50			0.96	0.03	9	1.00	0.92		
80.00	8	Bothnian Bay	5.24	1.16	32	7.50	3.00			1.88	0.87	57	4.44	0.57			3.60	0.21	57	4.07	3.14			8.32	0.30	7	8.73	7.79					0					3.49		1	3.49	3.49			8.31	0.42	27	9.28	7.60			0.04	0.02	25	0.09	0.02			0.21	0.16	25	0.55	0.05			7.73	1.30	25	9.64	5.08					0					0.38	0.23	23	1.02	0.07			29.63	3.43	23	36.00	23.50					0					17.12	0.51	4	17.70	16.50					0					7.66	0.06	13	7.75	7.53			0.96	0.03	8	1.00	0.92		
80.00	9	Bothnian Bay	5.44	0.80	27	7.20	3.50			2.28	1.04	51	5.64	0.95			3.64	0.22	51	3.97	3.19			7.91	0.20	8	8.28	7.64					0							0					8.11	0.72	25	8.97	6.09			0.04	0.02	18	0.09	0.01			0.12	0.10	18	0.37	0.05			8.16	1.44	18	10.76	4.62					0					0.25	0.10	18	0.45	0.12			30.80	4.41	18	41.50	24.20					0					14.40		1	14.40	14.40					0					7.60	0.05	9	7.67	7.50			0.98	0.03	7	1.02	0.94		
80.00	10	Bothnian Bay	5.98	0.97	20	7.50	4.00			2.93	0.90	36	5.44	1.34			3.61	0.22	36	3.98	3.19			7.72	0.20	6	8.00	7.43					0					3.50	0.09	3	3.59	3.40			8.15	0.40	13	8.90	7.69			0.03	0.02	13	0.08	0.01			0.08	0.06	13	0.23	0.05			8.08	0.75	13	9.41	6.88					0					0.19	0.06	12	0.34	0.11			30.04	3.64	13	37.30	24.70					0							0							0					7.54	0.04	10	7.60	7.48			0.97	0.03	7	1.02	0.93		
80.00	11	Bothnian Bay	5.32	1.06	12	6.50	2.50			3.19	0.75	42	4.39	1.52			3.58	0.20	42	3.94	3.14			7.26	0.35	2	7.51	7.01			3.50	0.62	16	4.42	2.48			3.63	0.20	17	3.95	3.34			8.15	0.28	33	8.81	7.64			0.07	0.03	28	0.14	0.03			0.08	0.06	28	0.27	0.04			7.74	0.93	27	9.64	5.80			7.38	0.77	12	8.60	5.99			0.30	0.28	21	1.36	0.07			28.53	3.02	28	33.40	20.80					0					7.11	3.10	7	11.20	4.40					0					7.69	0.16	9	7.93	7.50			0.94	0.05	7	0.98	0.85		
80.00	12	Bothnian Bay	6.21	1.24	11	8.00	4.00			3.75	0.78	98	6.44	2.15			3.43	0.26	96	4.01	2.80			7.70	0.46	34	8.59	6.55			3.50	0.72	70	5.30	1.85			3.47	0.25	69	4.01	2.97			8.09	0.44	96	9.69	7.14			0.08	0.03	99	0.23	0.02			0.06	0.03	98	0.19	0.02			7.32	1.06	94	9.13	4.31			7.28	1.03	73	9.16	4.37			0.19	0.13	96	0.68	0.05			34.34	3.40	101	47.40	27.45					0					12.54	1.42	36	15.70	10.30					0					7.60	0.07	29	7.82	7.50			0.93	0.05	31	1.01	0.79		
90.00	1	Bothnian Bay			0					3.01	0.04	2	3.04	2.98	3.04	2.98	3.26	0.17	2	3.38	3.14	3.37	3.15	7.48		1	7.48	7.48					0					3.23		1	3.23	3.23			8.30	0.23	2	8.46	8.14	8.44	8.16	0.10	0.07	2	0.15	0.05	0.14	0.06	0.06	0.01	2	0.06	0.05	0.06	0.05	8.01	1.21	2	8.86	7.15	8.77	7.24			0					0.07	0.01	2	0.07	0.06	0.07	0.06	38.08	4.07	2	40.95	35.20	40.66	35.49			0					13.50		1	13.50	13.50					0							0							0				
90.00	2	Bothnian Bay			0					-0.15		1	-0.15	-0.15	-0.15	-0.15	3.04		1	3.04	3.04	3.04	3.04			0							0							0					9.87		1	9.87	9.87	9.87	9.87	0.08		1	0.08	0.08	0.08	0.08	0.14		1	0.14	0.14	0.14	0.14	7.29		1	7.29	7.29	7.29	7.29			0					0.32		1	0.32	0.32	0.32	0.32	41.70		1	41.70	41.70	41.70	41.70			0					19.70		1	19.70	19.70	19.70	19.70			0							0							0				
90.00	4	Bothnian Bay	7.50		1	7.50	7.50	7.50	7.50	2.89		1	2.89	2.89	2.89	2.89	3.25		1	3.25	3.25	3.25	3.25			0					2.85		1	2.85	2.85	2.85	2.85	3.24		1	3.24	3.24	3.24	3.24	7.83		1	7.83	7.83	7.83	7.83			0							0							0							0							0							0							0					16.40		1	16.40	16.40	16.40	16.40			0							0							0				
90.00	5	Bothnian Bay	6.40	0.57	2	6.80	6.00			1.83	0.84	4	2.79	0.73	2.66	0.91	3.43	0.16	4	3.63	3.24	3.60	3.26			0							0							0					8.31	0.52	4	9.03	7.81	8.92	7.86	0.08		1	0.08	0.08			0.05		1	0.05	0.05			8.35		1	8.35	8.35					0					0.17		1	0.17	0.17			30.50		1	30.50	30.50					0					15.90		1	15.90	15.90					0							0							0				
90.00	6	Bothnian Bay	4.78	0.90	4	5.70	4.00			2.15	0.36	5	2.58	1.74	2.53	1.75	3.57	0.12	5	3.71	3.43	3.70	3.44			0							0							0					8.14	0.22	5	8.41	7.92	8.39	7.92	0.12	0.05	3	0.18	0.09			0.07	0.04	3	0.11	0.05			8.43	0.33	3	8.72	8.07					0					0.25	0.10	3	0.36	0.19			33.07	0.93	3	34.10	32.30					0					15.00		1	15.00	15.00					0							0							0				
90.00	7	Bothnian Bay			0					2.35	0.86	2	2.96	1.74	2.90	1.80	3.45	0.07	2	3.50	3.40	3.50	3.40			0							0							0					8.01	0.39	2	8.28	7.73	8.25	7.76			0							0							0							0							0							0							0							0							0							0							0				
90.00	8	Bothnian Bay			0					1.72	0.14	2	1.82	1.62	1.81	1.63	3.46		1	3.46	3.46					0							0					3.35		1	3.35	3.35			8.49	0.20	2	8.64	8.35	8.63	8.36			0							0							0							0							0							0							0					14.60		1	14.60	14.60					0							0							0				
90.00	9	Bothnian Bay			0					2.11	0.62	3	2.75	1.52	2.68	1.57	3.46	0.06	3	3.53	3.43	3.52	3.43			0							0							0					7.92	0.34	3	8.17	7.53	8.16	7.58			0							0							0							0							0							0							0					16.60		1	16.60	16.60					0							0							0				
90.00	10	Bothnian Bay	5.00		1	5.00	5.00	5.00	5.00	2.67		1	2.67	2.67	2.67	2.67	3.41		1	3.41	3.41	3.41	3.41			0							0					3.41		1	3.41	3.41	3.41	3.41	8.24		1	8.24	8.24	8.24	8.24			0							0							0							0							0							0							0							0							0							0							0				
90.00	11	Bothnian Bay			0					3.36	0.68	3	4.15	2.96	4.03	2.96	3.44	0.19	3	3.66	3.29	3.63	3.30			0							0							0					7.90	0.25	3	8.11	7.62	8.10	7.66	0.06		1	0.06	0.06			0.05		1	0.05	0.05			7.92		1	7.92	7.92					0							0					29.90		1	29.90	29.90					0							0							0							0							0				
90.00	12	Bothnian Bay			0					4.55	0.95	7	6.39	3.66			3.27	0.17	7	3.49	3.05			7.68	0.41	4	8.22	7.22			3.96	0.54	6	4.61	3.10			3.36	0.11	5	3.50	3.23			8.03	0.47	9	8.77	7.28	8.65	7.44	0.08	0.03	7	0.14	0.05			0.07	0.04	7	0.16	0.03			6.56	0.82	7	7.59	5.35			6.64	0.62	5	7.34	6.00			0.17	0.12	7	0.41	0.05			35.01	2.15	7	38.40	32.10					0					17.75	0.07	2	17.80	17.70					0							0							0				
100.00	1	Bothnian Bay	5.85	1.33	8	8.80	5.00			2.81	0.96	42	4.82	0.60			3.48	0.33	42	3.98	2.88			7.94	1.01	4	8.91	6.92			2.83	0.65	5	3.65	2.23			3.29	0.40	13	4.00	2.88			8.26	0.64	48	9.61	7.15	9.32	7.40	0.09	0.04	34	0.19	0.04			0.06	0.03	32	0.15	0.02			7.57	0.84	34	9.16	5.62					0					0.16	0.10	28	0.46	0.06			34.33	4.36	32	41.66	26.30					0					16.40	1.23	10	17.80	14.30					0					7.50	0.00	2	7.50	7.50			0.98		1	0.98	0.98		
100.00	2	Bothnian Bay	5.85	1.11	8	7.80	4.00			2.23	1.24	21	4.23	0.51			3.48	0.31	21	4.10	2.96			7.61	0.56	4	8.32	7.07			1.44	0.13	2	1.53	1.35			3.21	0.23	4	3.52	2.96			8.39	0.68	22	9.49	7.40	9.45	7.60	0.09	0.04	11	0.18	0.05			0.05	0.01	11	0.06	0.02			7.47	0.68	11	8.54	6.05					0					0.13	0.06	11	0.24	0.06			35.23	4.88	11	40.95	26.70					0					16.07	1.34	8	18.10	14.20					0					7.60		1	7.60	7.60					0				
100.00	3	Bothnian Bay	5.92	2.55	4	9.00	3.50			1.78	1.11	20	3.83	0.66			3.64	0.32	20	4.05	3.09					0							0					3.81	0.48	4	4.15	3.10			8.53	0.77	22	9.64	6.39	9.58	7.47	0.12	0.05	14	0.23	0.06			0.06	0.02	15	0.11	0.03			8.09	0.58	15	9.36	7.21					0					0.17	0.09	15	0.41	0.06			35.45	5.13	15	42.40	25.67					0					15.75	0.92	6	16.90	14.50					0					7.64	0.10	2	7.71	7.57					0				
100.00	4	Bothnian Bay	6.76	1.85	18	10.00	3.50			1.10	0.76	32	3.41	0.23			3.63	0.29	32	4.03	2.99			8.59	0.54	3	9.11	8.03			0.48		1	0.48	0.48			3.27	0.39	6	4.04	2.99			8.92	0.52	32	9.82	7.31			0.10	0.03	8	0.14	0.06			0.07	0.02	8	0.11	0.05			7.73	0.27	8	8.20	7.24					0					0.16	0.06	8	0.27	0.07			28.20	4.79	8	32.55	18.95					0					15.90	1.14	9	17.60	14.40					0					7.75		1	7.75	7.75					0				
100.00	5	Bothnian Bay	6.83	1.66	34	10.40	3.00			1.11	0.82	59	3.04	-0.08			3.65	0.29	59	4.22	3.11			8.33	0.36	3	8.59	7.92			1.28	0.72	10	3.03	0.40			3.51	0.35	12	4.15	3.12			8.84	0.55	54	9.89	7.55			0.10	0.05	22	0.20	0.03			0.10	0.05	20	0.21	0.05			7.94	0.81	22	10.00	6.87					0					0.27	0.11	19	0.52	0.13			29.58	1.82	20	32.70	24.80					0					10.21	6.77	8	18.40	3.80					0					7.63	0.04	2	7.66	7.60					0				
100.00	6	Bothnian Bay	5.55	1.40	32	8.80	3.00			1.17	0.76	52	2.92	-0.07			3.67	0.30	50	4.21	3.12			8.22	0.64	5	8.78	7.21			1.09	0.89	9	2.85	0.22			3.39	0.26	13	3.87	3.12			8.78	0.47	53	9.72	7.60			0.10	0.05	15	0.24	0.03			0.12	0.08	15	0.29	0.05			7.91	0.93	15	9.14	5.59			8.57	0.79	5	9.22	7.22			0.33	0.23	15	1.01	0.17			30.68	3.42	15	36.00	20.85					0					15.98	1.60	16	19.50	13.90					0					7.81	0.07	5	7.87	7.70			0.84	0.05	4	0.89	0.79		
100.00	7	Bothnian Bay	4.60	0.66	21	6.10	3.50			1.47	0.71	38	2.81	0.37	2.55	0.45	3.64	0.26	36	4.06	3.13			8.16	0.47	5	8.66	7.40			1.99	0.38	3	2.41	1.67			3.29	0.10	8	3.46	3.13			8.60	0.35	35	9.32	7.70			0.06	0.02	6	0.09	0.02			0.18	0.13	6	0.35	0.05			8.03	0.91	6	9.18	6.70					0					0.29	0.18	6	0.65	0.16			29.82	1.96	6	32.70	27.27					0					15.39	1.17	11	16.90	13.10					0					7.73		1	7.73	7.73					0				
100.00	8	Bothnian Bay	5.23	1.16	30	7.50	3.00			2.04	1.00	54	4.37	0.47			3.70	0.26	54	4.15	3.15			7.86	0.34	7	8.12	7.39			1.86	0.32	4	2.18	1.48			3.34	0.18	7	3.73	3.15			8.29	0.35	55	9.08	7.61	8.83	7.78	0.06	0.02	20	0.13	0.02			0.23	0.17	20	0.57	0.05			7.59	1.40	20	9.85	5.42					0					0.47	0.29	20	1.11	0.14			29.41	3.54	20	36.30	22.15					0					14.80	1.28	6	16.90	13.00					0							0							0				
100.00	9	Bothnian Bay	5.44	0.81	25	7.20	3.50			2.50	1.22	45	5.29	0.78			3.73	0.26	45	4.06	3.20			7.32	0.47	7	7.96	6.84			2.39		1	2.39	2.39			3.29	0.10	6	3.45	3.19			7.96	0.61	46	8.83	5.90	8.63	7.12	0.05	0.02	16	0.07	0.02			0.12	0.11	16	0.41	0.05			8.02	1.52	16	10.67	4.59					0					0.25	0.07	16	0.40	0.10			30.45	3.33	16	38.50	25.30					0					15.28	1.27	8	17.00	12.60					0							0							0				
100.00	10	Bothnian Bay	6.03	0.97	19	7.50	4.00			3.07	0.93	30	4.77	1.35			3.69	0.27	30	4.08	3.20			7.23	0.22	5	7.55	6.95			2.90	0.83	2	3.48	2.31			3.34	0.20	5	3.68	3.20			7.89	0.41	33	8.89	7.14			0.05	0.02	13	0.08	0.02			0.09	0.06	13	0.27	0.05			8.06	0.63	13	9.42	7.12					0					0.19	0.05	12	0.28	0.11			30.70	3.85	13	39.57	26.47					0					15.63	1.80	3	17.70	14.40					0					7.54		1	7.54	7.54					0				
100.00	11	Bothnian Bay	5.37	1.12	11	6.54	2.50			3.17	0.77	36	5.20	1.70			3.66	0.22	36	3.98	3.17			7.00	0.30	2	7.21	6.79			3.35	0.52	11	4.13	2.60			3.68	0.26	14	4.00	3.17			7.92	0.36	39	8.78	6.98			0.09	0.03	22	0.14	0.03			0.08	0.06	22	0.28	0.04			8.01	0.86	22	9.66	5.78			7.71	0.24	8	8.12	7.39			0.29	0.27	18	1.32	0.12			28.76	3.30	22	34.25	20.70					0					9.93	4.53	9	16.10	4.50					0					7.64	0.09	6	7.79	7.58			0.95	0.05	5	0.99	0.88		
100.00	12	Bothnian Bay	6.03	1.15	10	7.50	4.00			3.67	0.75	64	5.86	1.77			3.57	0.28	63	4.13	2.82			7.34	0.46	22	8.29	6.19			3.65	0.77	51	5.91	1.68			3.57	0.29	55	4.13	2.82			7.83	0.41	75	9.47	6.85			0.10	0.05	67	0.31	0.04			0.05	0.03	66	0.15	0.02			7.44	1.00	64	9.17	4.57			7.38	1.00	49	9.25	4.61			0.17	0.10	64	0.59	0.05			34.65	3.60	69	48.10	27.48					0					13.20	2.01	45	17.50	9.45					0					7.58	0.05	24	7.69	7.50			0.96	0.04	25	1.03	0.86		
125.00	1	Bothnian Bay	6.32	1.54	5	8.80	5.00			3.49	0.61	19	4.84	2.71			3.71	0.18	19	4.03	3.40			6.70		1	6.70	6.70			3.66	0.41	2	3.95	3.37			3.58	0.15	6	3.80	3.41			7.70	0.28	21	8.20	7.13	8.13	7.27	0.12	0.04	21	0.23	0.06	0.16	0.07	0.05	0.02	21	0.10	0.02	0.09	0.02	8.14	0.71	20	9.14	6.53					0					0.14	0.08	18	0.32	0.06			34.82	4.25	21	43.79	26.30	40.20	29.00			0					14.88	1.38	8	16.80	12.50					0					7.56	0.07	8	7.66	7.48			0.97	0.03	8	1.00	0.93		
125.00	2	Bothnian Bay	6.08	1.22	4	7.80	5.00			3.05	0.73	11	3.99	1.38			3.66	0.17	11	4.10	3.48			7.08	0.15	2	7.19	6.98			3.33	0.92	3	4.01	2.29			3.58	0.09	6	3.70	3.48			8.06	0.42	11	8.76	7.53			0.15	0.05	10	0.25	0.08			0.04	0.01	10	0.05	0.02			7.65	0.76	10	8.60	6.75					0					0.10	0.06	10	0.25	0.06			35.12	4.95	10	44.15	26.70					0					14.82	0.88	9	15.70	13.30					0					7.61	0.05	6	7.67	7.55			0.98	0.04	7	1.05	0.94		
125.00	3	Bothnian Bay	5.60	1.98	2	7.00	4.20			1.95	1.25	9	3.83	0.68			3.85	0.15	8	4.06	3.58					0							0							0					8.75	0.71	11	9.51	7.46	9.48	7.67	0.12	0.04	9	0.16	0.05			0.05	0.02	9	0.09	0.03			7.86	0.74	9	9.22	7.13					0					0.19	0.09	9	0.31	0.07			35.06	4.72	9	42.00	27.00					0					15.50	1.16	6	17.10	14.40					0					7.65	0.06	3	7.71	7.60			0.94		1	0.94	0.94		
125.00	4	Bothnian Bay	6.47	0.74	7	7.50	5.50			1.26	0.89	16	3.45	0.28	2.95	0.35	3.79	0.16	16	4.05	3.50	4.04	3.57	8.36	0.03	2	8.38	8.34			0.93	0.09	2	0.99	0.86			3.70	0.14	7	3.96	3.50			8.67	0.56	15	9.33	7.26			0.08		1	0.08	0.08			0.16		1	0.16	0.16			7.49		1	7.49	7.49					0					0.27		1	0.27	0.27			18.70		1	18.70	18.70					0					15.15	0.98	11	17.10	13.30					0					7.70	0.06	10	7.83	7.63			1.00	0.04	9	1.08	0.94		
125.00	5	Bothnian Bay	6.92	1.79	15	10.00	4.50			0.87	0.64	25	2.29	0.04			3.86	0.18	25	4.24	3.48			8.16	0.52	2	8.53	7.79			1.30	0.48	4	1.99	0.92			3.76	0.18	8	4.07	3.48			8.89	0.37	23	9.76	8.36			0.14	0.04	8	0.20	0.05			0.09	0.04	8	0.14	0.05			7.85	0.55	8	8.98	7.02					0					0.25	0.09	8	0.46	0.16			29.67	1.40	8	31.40	27.73					0					11.33	6.48	3	15.80	3.90					0					7.70	0.07	10	7.80	7.58			1.00	0.03	8	1.04	0.94		
125.00	6	Bothnian Bay	5.99	0.99	14	7.83	4.50			0.90	0.67	25	2.44	0.17			3.84	0.18	24	4.25	3.43			8.46	0.26	2	8.64	8.28			0.60	0.22	4	0.93	0.46			3.77	0.18	10	4.08	3.43			8.81	0.36	26	9.37	7.92			0.14	0.05	7	0.24	0.07			0.09	0.07	7	0.23	0.05			8.26	0.43	7	9.13	7.87			9.18		1	9.18	9.18			0.26	0.05	6	0.36	0.20			31.54	1.50	7	33.50	29.05					0					15.05	0.91	12	16.70	13.20					0					7.69	0.06	11	7.80	7.60			1.00	0.04	9	1.04	0.92		
125.00	7	Bothnian Bay	4.88	0.63	13	6.10	4.00			1.15	0.69	19	2.83	0.33			3.81	0.16	18	4.07	3.48			8.42	0.29	3	8.72	8.13			1.19	0.71	3	1.98	0.61			3.72	0.14	8	3.90	3.48			8.67	0.27	20	9.05	7.95			0.09	0.03	7	0.12	0.05			0.20	0.12	7	0.35	0.07			7.69	1.16	7	9.37	6.15					0					0.33	0.20	7	0.72	0.06			30.02	1.86	6	32.00	26.65					0					14.55	1.25	12	16.20	12.00					0					7.66	0.04	11	7.74	7.60			1.00	0.03	9	1.03	0.94		
125.00	8	Bothnian Bay	5.49	1.51	13	8.20	3.00			2.06	1.16	24	3.87	0.49			3.85	0.16	24	4.17	3.50			7.68	0.47	4	8.13	7.05			2.65	1.15	4	3.66	1.26			3.77	0.17	8	4.04	3.51			8.25	0.34	25	8.76	7.52			0.09	0.03	9	0.13	0.04			0.22	0.15	9	0.54	0.05			7.40	1.17	9	9.06	5.85					0					0.48	0.37	8	1.23	0.19			30.55	3.67	8	36.00	25.95					0					14.02	1.73	6	16.70	12.10					0					7.61	0.01	11	7.63	7.60			1.00	0.03	8	1.05	0.96		
125.00	9	Bothnian Bay	5.55	0.85	13	7.20	4.50			2.94	1.47	22	5.24	0.74			3.89	0.14	22	4.09	3.65			7.04	0.02	2	7.05	7.02			3.75	1.20	2	4.59	2.90			3.88	0.17	8	4.09	3.66			7.89	0.42	24	8.53	7.09	8.46	7.12	0.07	0.02	7	0.10	0.04			0.16	0.13	7	0.36	0.05			7.55	0.75	7	8.64	6.70					0					0.31	0.10	7	0.46	0.20			29.50	3.08	7	35.50	25.65					0					14.08	0.94	10	15.20	11.90					0					7.55	0.05	9	7.62	7.50			1.02	0.03	7	1.06	0.98		
